Latitude (decimal degrees):	44.852
Longitude (decimal degrees):	11.207
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 39 deg. (optimum)
Azimuth: 0 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	6.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230717:0110,0.0,0.0,0.0,0.0,0.0,24.03,1.17,0.0
20230717:0210,0.0,0.0,0.0,0.0,0.0,23.69,1.1,0.0
20230717:0310,0.0,0.0,0.0,0.0,0.0,23.09,1.1,0.0
20230717:0410,13.32,0.0,10.73,0.29,3.15,22.49,1.66,0.0
20230717:0510,251.7,0.0,66.83,1.81,12.99,23.71,1.79,0.0
20230717:0610,903.78,122.04,100.47,7.31,23.37,25.5,2.14,0.0
20230717:0710,1966.62,306.29,129.33,11.4,33.99,27.32,2.28,0.0
20230717:0810,2836.26,476.78,158.73,14.89,44.47,28.86,2.14,0.0
20230717:0910,3470.46,625.37,177.23,17.75,54.27,30.33,2.28,0.0
20230717:1010,3822.66,716.46,194.36,19.56,62.26,31.44,2.14,0.0
20230717:1110,3972.54,772.11,190.9,20.45,66.27,32.36,2.07,0.0
20230717:1210,3876.66,751.18,189.13,20.07,64.27,33.15,2.0,0.0
20230717:1310,3546.18,667.97,180.93,18.53,57.38,33.63,1.79,0.0
20230717:1410,2997.96,540.69,162.39,16.07,48.04,33.93,1.45,0.0
20230717:1510,2201.46,365.01,142.35,12.65,37.71,34.06,1.24,0.0
20230717:1610,1234.26,192.41,106.29,8.92,27.1,33.91,1.52,0.0
20230717:1710,327.72,34.39,69.47,4.87,16.6,33.25,2.07,0.0
20230717:1810,96.96,0.0,33.83,0.92,6.54,31.71,1.79,0.0
20230717:1910,0.0,0.0,0.0,0.0,0.0,30.73,2.28,0.0
20230717:2010,0.0,0.0,0.0,0.0,0.0,29.44,2.0,0.0
20230717:2110,0.0,0.0,0.0,0.0,0.0,28.22,1.79,0.0
20230717:2210,0.0,0.0,0.0,0.0,0.0,27.14,1.79,0.0
20230717:2310,0.0,0.0,0.0,0.0,0.0,26.22,1.79,0.0
20230718:0010,0.0,0.0,0.0,0.0,0.0,25.48,1.93,0.0
20230718:0110,0.0,0.0,0.0,0.0,0.0,24.78,1.93,0.0
20230718:0210,0.0,0.0,0.0,0.0,0.0,24.03,1.79,0.0
20230718:0310,0.0,0.0,0.0,0.0,0.0,23.31,1.59,0.0
20230718:0410,8.46,0.0,9.08,0.25,3.01,22.8,1.52,0.0
20230718:0510,267.36,0.0,70.13,1.9,12.86,23.49,1.1,0.0
20230718:0610,887.1,101.66,115.53,6.88,23.25,26.27,1.03,0.0
20230718:0710,1820.22,240.81,167.21,10.53,33.86,27.75,0.83,0.0
20230718:0810,2618.46,397.57,201.47,13.99,44.34,29.32,0.48,0.0
20230718:0910,3198.24,521.85,232.67,16.7,54.13,30.89,0.83,0.0
20230718:1010,3670.98,694.05,203.46,19.24,62.1,32.31,0.97,0.0
20230718:1110,3849.9,763.22,192.0,20.25,66.1,33.43,1.17,0.0
20230718:1210,3721.5,729.76,197.3,19.76,64.11,34.19,0.9,0.0
20230718:1310,3451.86,660.34,181.01,18.33,57.25,34.81,1.1,0.0
20230718:1410,2944.08,526.57,166.4,15.8,47.93,35.37,1.59,0.0
20230718:1510,2159.34,346.85,150.98,12.36,37.62,35.62,1.86,0.0
20230718:1610,1194.42,177.16,114.81,8.61,27.0,35.66,0.9,0.0
20230718:1710,340.68,30.18,75.18,4.63,16.5,34.92,0.69,0.0
20230718:1810,92.34,0.0,33.0,0.89,6.43,33.95,1.31,0.0
20230718:1910,0.0,0.0,0.0,0.0,0.0,32.04,2.76,0.0
20230718:2010,0.0,0.0,0.0,0.0,0.0,30.77,2.9,0.0
20230718:2110,0.0,0.0,0.0,0.0,0.0,29.55,3.1,0.0
20230718:2210,0.0,0.0,0.0,0.0,0.0,28.75,2.97,0.0
20230718:2310,0.0,0.0,0.0,0.0,0.0,27.87,1.79,0.0
20230719:0010,0.0,0.0,0.0,0.0,0.0,27.69,0.34,0.0
20230719:0110,0.0,0.0,0.0,0.0,0.0,25.77,0.97,0.0
20230719:0210,0.0,0.0,0.0,0.0,0.0,24.94,1.66,0.0
20230719:0310,0.0,0.0,0.0,0.0,0.0,24.42,1.59,0.0
20230719:0410,0.0,0.0,4.95,0.13,2.87,24.35,2.14,0.0
20230719:0510,281.28,0.0,73.43,1.99,12.73,25.03,2.07,0.0
20230719:0610,868.5,81.16,128.19,6.39,23.12,26.68,2.28,0.0
20230719:0710,1791.66,228.26,171.86,10.28,33.73,27.9,1.24,0.0
20230719:0810,2521.74,334.11,233.45,13.25,44.21,29.23,1.31,0.0
20230719:0910,2115.66,118.38,358.02,11.31,53.98,30.5,1.17,0.0
20230719:1010,3469.14,557.75,276.25,17.97,61.93,31.51,0.97,0.0
20230719:1110,3741.78,730.04,208.3,19.87,65.92,32.56,0.41,0.0
20230719:1210,3676.2,710.4,205.45,19.49,63.95,33.42,0.62,0.0
20230719:1310,3406.44,643.48,189.15,18.1,57.12,34.29,0.76,0.0
20230719:1410,2884.32,503.63,177.21,15.49,47.82,34.62,1.03,0.0
20230719:1510,2066.58,295.03,179.82,11.71,37.51,34.7,1.52,0.0
20230719:1610,1196.94,171.64,116.92,8.45,26.9,34.44,2.07,0.0
20230719:1710,365.1,25.33,82.08,4.36,16.4,33.65,2.41,0.0
20230719:1810,5.64,0.0,8.25,0.22,6.31,32.63,2.48,0.0
20230719:1910,0.0,0.0,0.0,0.0,0.0,31.02,2.21,0.0
20230719:2010,0.0,0.0,0.0,0.0,0.0,30.09,2.21,0.0
20230719:2110,0.0,0.0,0.0,0.0,0.0,26.09,5.38,0.0
20230719:2210,0.0,0.0,0.0,0.0,0.0,23.64,2.76,0.0
20230719:2310,0.0,0.0,0.0,0.0,0.0,23.87,1.31,0.0
20230720:0010,0.0,0.0,0.0,0.0,0.0,23.68,1.66,0.0
20230720:0110,0.0,0.0,0.0,0.0,0.0,23.43,1.52,0.0
20230720:0210,0.0,0.0,0.0,0.0,0.0,23.39,1.72,0.0
20230720:0310,0.0,0.0,0.0,0.0,0.0,23.33,1.66,0.0
20230720:0410,4.02,0.0,7.43,0.2,2.73,23.64,1.17,0.0
20230720:0510,274.26,0.0,71.78,1.94,12.59,24.02,0.69,0.0
20230720:0610,882.96,112.64,104.8,7.0,22.98,24.73,0.48,0.0
20230720:0710,1914.54,294.23,132.69,11.06,33.6,25.34,0.41,0.0
20230720:0810,2802.42,474.99,156.4,14.68,44.07,25.91,0.62,0.0
20230720:0910,3396.24,624.86,173.81,17.55,53.83,26.82,0.34,0.0
20230720:1010,3732.0,728.66,183.81,19.47,61.76,28.19,0.21,0.0
20230720:1110,3853.56,762.41,192.46,20.16,65.73,29.28,0.34,0.0
20230720:1210,3633.66,626.74,257.13,18.84,63.79,30.18,0.62,0.0
20230720:1310,3491.64,648.18,188.47,18.15,56.98,30.96,0.9,0.0
20230720:1410,2986.32,540.31,160.08,15.89,47.71,31.6,0.69,0.0
20230720:1510,2179.38,358.11,143.93,12.41,37.41,31.76,0.28,0.0
20230720:1610,1236.24,192.94,105.1,8.81,26.79,31.71,0.41,0.0
20230720:1710,323.82,33.73,68.51,4.72,16.28,31.44,0.76,0.0
20230720:1810,87.3,0.0,31.35,0.85,6.19,30.64,1.1,0.0
20230720:1910,0.0,0.0,0.0,0.0,0.0,29.46,1.66,0.0
20230720:2010,0.0,0.0,0.0,0.0,0.0,28.4,2.28,0.0
20230720:2110,0.0,0.0,0.0,0.0,0.0,27.74,2.62,0.0
20230720:2210,0.0,0.0,0.0,0.0,0.0,27.02,2.55,0.0
20230720:2310,0.0,0.0,0.0,0.0,0.0,26.37,2.28,0.0
20230721:0010,0.0,0.0,0.0,0.0,0.0,25.75,2.07,0.0
20230721:0110,0.0,0.0,0.0,0.0,0.0,25.25,2.34,0.0
20230721:0210,0.0,0.0,0.0,0.0,0.0,24.65,2.83,0.0
20230721:0310,0.0,0.0,0.0,0.0,0.0,24.08,2.41,0.0
20230721:0410,13.2,0.0,10.73,0.29,2.58,23.61,2.0,0.0
20230721:0510,263.28,0.0,69.31,1.88,12.45,23.77,1.66,0.0
20230721:0610,845.34,58.97,140.23,5.81,22.85,24.67,2.07,0.0
20230721:0710,1891.02,267.6,148.59,10.71,33.46,26.71,2.55,0.0
20230721:0810,2766.06,451.57,169.09,14.39,43.93,28.16,1.59,0.0
20230721:0910,3271.68,550.21,216.17,16.83,53.68,29.4,0.9,0.0
20230721:1010,2201.22,102.85,391.17,11.73,61.59,29.83,1.45,0.0
20230721:1110,958.26,0.0,217.46,5.48,65.55,30.02,2.07,0.0
20230721:1210,680.76,0.0,159.77,4.02,63.61,30.16,1.1,0.0
20230721:1310,3549.18,687.0,168.75,18.51,56.84,30.53,0.69,0.0
20230721:1410,3074.7,533.07,163.22,15.76,47.58,30.25,2.48,0.0
20230721:1510,2291.04,368.28,138.52,12.49,37.29,29.58,3.1,0.0
20230721:1610,297.72,0.0,78.11,1.97,26.68,28.47,2.34,0.0
20230721:1710,336.9,1.71,85.43,2.3,16.17,28.05,2.34,0.0
20230721:1810,10.44,0.0,9.9,0.27,6.07,27.31,2.62,0.0
20230721:1910,0.0,0.0,0.0,0.0,0.0,26.27,2.21,0.0
20230721:2010,0.0,0.0,0.0,0.0,0.0,24.13,3.72,0.0
20230721:2110,0.0,0.0,0.0,0.0,0.0,22.78,3.59,0.0
20230721:2210,0.0,0.0,0.0,0.0,0.0,22.34,2.07,0.0
20230721:2310,0.0,0.0,0.0,0.0,0.0,22.21,1.66,0.0
20230722:0010,0.0,0.0,0.0,0.0,0.0,21.47,2.41,0.0
20230722:0110,0.0,0.0,0.0,0.0,0.0,21.11,1.03,0.0
20230722:0210,0.0,0.0,0.0,0.0,0.0,21.28,1.17,0.0
20230722:0310,0.0,0.0,0.0,0.0,0.0,21.26,1.31,0.0
20230722:0410,0.0,0.0,2.48,0.07,2.43,21.18,1.66,0.0
20230722:0510,267.24,0.0,69.31,1.88,12.31,21.07,2.34,0.0
20230722:0610,907.08,111.83,105.92,6.95,22.71,21.27,2.41,0.0
20230722:0710,1958.22,282.06,142.38,10.91,33.33,22.79,2.07,0.0
20230722:0810,2878.44,466.36,163.68,14.57,43.79,24.05,2.0,0.0
20230722:0910,3477.72,624.09,177.4,17.52,53.52,25.06,0.9,0.0
20230722:1010,3754.5,701.74,203.66,19.24,61.41,26.19,0.28,0.0
20230722:1110,3892.86,759.69,199.27,20.16,65.35,27.22,0.21,0.0
20230722:1210,1226.7,2.12,273.56,6.93,63.43,28.32,0.07,0.0
20230722:1310,238.62,0.0,65.68,1.65,56.69,28.86,0.21,0.0
20230722:1410,2993.52,533.69,166.52,15.8,47.45,29.0,0.14,0.0
20230722:1510,2257.8,358.03,146.33,12.38,37.17,28.36,1.38,0.0
20230722:1610,1237.32,169.12,121.06,8.38,26.56,27.94,0.9,0.0
20230722:1710,387.6,22.98,85.66,4.2,16.04,27.53,1.45,0.0
20230722:1810,85.86,0.0,30.53,0.83,5.94,26.83,2.21,0.0
20230722:1910,0.0,0.0,0.0,0.0,0.0,27.14,2.07,0.0
20230722:2010,0.0,0.0,0.0,0.0,0.0,26.15,2.55,0.0
20230722:2110,0.0,0.0,0.0,0.0,0.0,25.51,2.9,0.0
20230722:2210,0.0,0.0,0.0,0.0,0.0,24.98,2.69,0.0
20230722:2310,0.0,0.0,0.0,0.0,0.0,24.4,2.34,0.0
20230723:0010,0.0,0.0,0.0,0.0,0.0,23.71,2.07,0.0
20230723:0110,0.0,0.0,0.0,0.0,0.0,23.06,2.21,0.0
20230723:0210,0.0,0.0,0.0,0.0,0.0,22.65,2.41,0.0
20230723:0310,0.0,0.0,0.0,0.0,0.0,22.26,2.28,0.0
20230723:0410,0.0,0.0,0.83,0.02,2.27,22.12,1.72,0.0
20230723:0510,257.04,0.0,67.66,1.83,12.16,22.39,1.03,0.0
20230723:0610,888.9,95.97,118.17,6.64,22.57,23.8,1.66,0.0
20230723:0710,1781.88,200.32,190.62,9.9,33.19,24.88,1.45,0.0
20230723:0810,2773.62,455.36,173.66,14.51,43.64,26.46,0.41,0.0
20230723:0910,3456.0,641.17,172.84,17.75,53.36,27.58,0.62,0.0
20230723:1010,3407.52,487.31,321.22,17.41,61.23,28.73,0.69,0.0
20230723:1110,4008.3,781.86,191.57,20.41,65.15,29.79,1.45,0.0
20230723:1210,3976.5,782.11,179.63,20.25,63.25,30.42,1.66,0.0
20230723:1310,3650.64,695.9,172.57,18.69,56.53,30.95,1.59,0.0
20230723:1410,3077.4,548.19,163.01,16.0,47.32,31.42,1.66,0.0
20230723:1510,2270.58,374.61,140.02,12.61,37.04,31.55,1.66,0.0
20230723:1610,1264.74,197.21,104.69,8.83,26.44,31.5,1.79,0.0
20230723:1710,322.2,34.4,67.62,4.69,15.91,31.1,2.0,0.0
20230723:1810,84.3,0.0,30.53,0.83,5.8,30.06,2.14,0.0
20230723:1910,0.0,0.0,0.0,0.0,0.0,28.35,2.28,0.0
20230723:2010,0.0,0.0,0.0,0.0,0.0,26.79,2.14,0.0
20230723:2110,0.0,0.0,0.0,0.0,0.0,25.79,1.86,0.0
20230723:2210,0.0,0.0,0.0,0.0,0.0,24.97,1.52,0.0
20230723:2310,0.0,0.0,0.0,0.0,0.0,24.05,1.17,0.0
20230724:0010,0.0,0.0,0.0,0.0,0.0,23.79,0.83,0.0
20230724:0110,0.0,0.0,0.0,0.0,0.0,22.95,0.97,0.0
20230724:0210,0.0,0.0,0.0,0.0,0.0,21.99,1.31,0.0
20230724:0310,0.0,0.0,0.0,0.0,0.0,21.69,1.38,0.0
20230724:0410,0.0,0.0,0.83,0.02,2.12,21.51,1.59,0.0
20230724:0510,13.32,0.0,10.73,0.29,12.01,22.19,1.24,0.0
20230724:0610,412.68,0.61,100.27,2.55,22.43,24.65,1.72,0.0
20230724:0710,260.4,0.0,69.23,1.74,33.05,24.97,0.83,0.0
20230724:0810,2869.26,487.7,150.63,14.68,43.5,26.55,1.79,0.0
20230724:0910,3110.4,453.29,268.57,15.85,53.2,28.57,0.76,0.0
20230724:1010,691.86,0.0,162.43,4.09,61.04,30.33,0.76,0.0
20230724:1110,3782.22,723.98,216.88,19.71,64.94,31.57,0.55,0.0
20230724:1210,3567.48,641.59,250.62,18.84,63.06,32.3,0.07,0.0
20230724:1310,3230.7,506.49,268.66,16.79,56.37,33.04,0.83,0.0
20230724:1410,2377.44,252.67,299.85,12.7,47.17,33.85,0.62,0.0
20230724:1510,2093.22,320.27,167.32,11.87,36.91,34.6,0.41,0.0
20230724:1610,1004.4,64.15,173.27,6.35,26.31,34.58,2.28,0.0
20230724:1710,325.08,31.13,70.51,4.47,15.78,33.32,3.59,0.0
20230724:1810,51.48,0.0,22.28,0.6,5.66,31.47,3.1,0.0
20230724:1910,0.0,0.0,0.0,0.0,0.0,29.09,3.86,0.0
20230724:2010,0.0,0.0,0.0,0.0,0.0,27.77,2.62,0.0
20230724:2110,0.0,0.0,0.0,0.0,0.0,26.73,2.28,0.0
20230724:2210,0.0,0.0,0.0,0.0,0.0,25.9,3.66,0.0
20230724:2310,0.0,0.0,0.0,0.0,0.0,24.79,3.79,0.0
20230725:0010,0.0,0.0,0.0,0.0,0.0,23.8,1.86,0.0
20230725:0110,0.0,0.0,0.0,0.0,0.0,23.55,1.59,0.0
20230725:0210,0.0,0.0,0.0,0.0,0.0,23.03,2.55,0.0
20230725:0310,0.0,0.0,0.0,0.0,0.0,22.36,2.48,0.0
20230725:0410,0.0,0.0,2.48,0.07,1.96,21.84,1.24,0.0
20230725:0510,38.7,0.0,18.15,0.49,11.87,21.78,0.97,0.0
20230725:0610,64.44,0.0,24.85,0.63,22.29,22.26,2.21,0.0
20230725:0710,879.24,8.52,185.03,4.87,32.91,21.95,2.14,0.0
20230725:0810,252.66,0.0,66.57,1.68,43.35,22.1,4.21,0.0
20230725:0910,3739.8,668.58,153.1,17.81,53.04,23.13,3.52,0.0
20230725:1010,4083.18,749.76,175.01,19.49,60.85,23.5,2.83,0.0
20230725:1110,4108.56,764.5,192.8,19.98,64.73,24.81,2.0,0.0
20230725:1210,3927.36,774.54,176.84,19.94,62.86,25.99,0.48,0.0
20230725:1310,3283.68,495.43,273.48,16.63,56.2,27.05,0.41,0.0
20230725:1410,2503.74,271.39,292.9,12.9,47.03,28.39,0.9,0.0
20230725:1510,2205.12,338.69,155.47,12.0,36.78,29.2,1.38,0.0
20230725:1610,1273.5,203.57,97.92,8.78,26.17,29.82,2.14,0.0
20230725:1710,305.4,37.17,62.12,4.74,15.64,29.31,2.48,0.0
20230725:1810,65.28,0.0,25.58,0.69,5.51,28.23,2.34,0.0
20230725:1910,0.0,0.0,0.0,0.0,0.0,26.8,2.28,0.0
20230725:2010,0.0,0.0,0.0,0.0,0.0,24.98,1.79,0.0
20230725:2110,0.0,0.0,0.0,0.0,0.0,23.48,1.86,0.0
20230725:2210,0.0,0.0,0.0,0.0,0.0,22.32,2.28,0.0
20230725:2310,0.0,0.0,0.0,0.0,0.0,21.04,2.62,0.0
20230726:0010,0.0,0.0,0.0,0.0,0.0,20.22,1.93,0.0
20230726:0110,0.0,0.0,0.0,0.0,0.0,18.93,0.97,0.0
20230726:0210,0.0,0.0,0.0,0.0,0.0,18.74,0.9,0.0
20230726:0310,0.0,0.0,0.0,0.0,0.0,18.52,0.9,0.0
20230726:0410,0.0,0.0,1.65,0.04,1.8,18.3,2.28,0.0
20230726:0510,215.04,0.0,57.76,1.56,11.71,18.38,2.69,0.0
20230726:0610,928.98,142.59,83.49,7.42,22.14,19.5,2.55,0.0
20230726:0710,2060.46,329.49,118.17,11.42,32.76,22.07,1.66,0.0
20230726:0810,2941.2,509.52,145.49,14.98,43.2,23.0,0.69,0.0
20230726:0910,3546.54,671.65,159.69,17.97,52.87,24.12,0.21,0.0
20230726:1010,3936.66,761.44,178.72,19.76,60.65,25.46,0.83,0.0
20230726:1110,4106.28,808.51,181.24,20.59,64.52,26.18,1.1,0.0
20230726:1210,3980.82,765.99,189.73,19.98,62.66,26.63,1.03,0.0
20230726:1310,3555.36,620.34,217.47,17.93,56.03,26.7,0.69,0.0
20230726:1410,2938.38,459.81,215.05,15.09,46.87,27.0,0.34,0.0
20230726:1510,2145.3,295.62,186.41,11.65,36.63,27.16,0.21,0.0
20230726:1610,1207.92,136.18,143.74,7.8,26.03,26.86,0.76,0.0
20230726:1710,311.52,36.21,63.24,4.67,15.5,26.66,0.55,0.0
20230726:1810,72.72,0.0,27.23,0.74,5.35,25.87,0.76,0.0
20230726:1910,0.0,0.0,0.0,0.0,0.0,24.54,1.72,0.0
20230726:2010,0.0,0.0,0.0,0.0,0.0,22.98,2.28,0.0
20230726:2110,0.0,0.0,0.0,0.0,0.0,22.04,2.34,0.0
20230726:2210,0.0,0.0,0.0,0.0,0.0,21.43,2.48,0.0
20230726:2310,0.0,0.0,0.0,0.0,0.0,20.87,2.9,0.0
20230727:0010,0.0,0.0,0.0,0.0,0.0,20.44,2.97,0.0
20230727:0110,0.0,0.0,0.0,0.0,0.0,20.01,2.69,0.0
20230727:0210,0.0,0.0,0.0,0.0,0.0,19.51,2.48,0.0
20230727:0310,0.0,0.0,0.0,0.0,0.0,19.06,2.41,0.0
20230727:0410,0.0,0.0,0.83,0.02,1.63,18.77,2.48,0.0
20230727:0510,210.24,0.0,56.93,1.54,11.56,19.1,2.34,0.0
20230727:0610,910.74,135.98,86.59,7.22,21.99,20.74,2.34,0.0
20230727:0710,2063.34,321.51,121.25,11.24,32.61,21.99,3.17,0.0
20230727:0810,3016.02,506.49,145.73,14.86,43.04,23.53,3.1,0.0
20230727:0910,3638.28,648.92,170.0,17.66,52.69,24.69,2.34,0.0
20230727:1010,3939.24,711.37,203.31,19.2,60.45,25.8,2.0,0.0
20230727:1110,4022.64,725.59,225.3,19.78,64.3,26.59,1.72,0.0
20230727:1210,4028.76,792.83,175.65,20.18,62.45,27.27,1.24,0.0
20230727:1310,3659.82,695.66,173.72,18.51,55.85,27.64,0.83,0.0
20230727:1410,3102.0,555.45,159.2,15.89,46.71,28.07,0.83,0.0
20230727:1510,2312.82,383.34,135.4,12.54,36.48,28.18,1.1,0.0
20230727:1610,1284.24,203.54,99.22,8.74,25.89,28.09,1.31,0.0
20230727:1710,322.8,31.97,67.92,4.43,15.35,27.59,1.45,0.0
20230727:1810,69.18,0.0,26.4,0.72,5.19,26.52,1.59,0.0
20230727:1910,0.0,0.0,0.0,0.0,0.0,24.59,1.17,0.0
20230727:2010,0.0,0.0,0.0,0.0,0.0,23.1,1.86,0.0
20230727:2110,0.0,0.0,0.0,0.0,0.0,22.09,2.0,0.0
20230727:2210,0.0,0.0,0.0,0.0,0.0,21.36,2.0,0.0
20230727:2310,0.0,0.0,0.0,0.0,0.0,20.62,1.79,0.0
20230728:0010,0.0,0.0,0.0,0.0,0.0,19.96,1.45,0.0
20230728:0110,0.0,0.0,0.0,0.0,0.0,20.34,1.03,0.0
20230728:0210,0.0,0.0,0.0,0.0,0.0,20.96,0.34,0.0
20230728:0310,0.0,0.0,0.0,0.0,0.0,20.66,0.41,0.0
20230728:0410,0.0,0.0,0.83,0.02,1.46,19.68,0.83,0.0
20230728:0510,185.82,0.0,51.98,1.41,11.4,19.74,0.62,0.0
20230728:0610,735.9,27.49,142.54,4.6,21.84,21.48,0.41,0.0
20230728:0710,1150.44,36.27,216.09,6.33,32.46,23.05,0.48,0.0
20230728:0810,2829.6,474.16,159.54,14.39,42.88,24.59,0.62,0.0
20230728:0910,2496.48,201.43,354.17,12.7,52.52,26.03,0.97,0.0
20230728:1010,3859.56,730.59,189.28,19.24,60.25,27.15,1.1,0.0
20230728:1110,3864.54,668.2,254.21,19.2,64.07,28.12,1.38,0.0
20230728:1210,3961.38,755.32,191.17,19.69,62.23,28.97,1.72,0.0
20230728:1310,3652.02,671.5,182.96,18.15,55.66,29.48,1.93,0.0
20230728:1410,2676.3,331.42,272.75,13.59,46.55,29.63,1.66,0.0
20230728:1510,2279.46,373.97,138.48,12.34,36.33,30.0,1.66,0.0
20230728:1610,1263.36,197.28,102.24,8.58,25.73,29.92,1.79,0.0
20230728:1710,294.12,37.51,59.79,4.65,15.19,29.32,1.93,0.0
20230728:1810,68.58,0.0,26.4,0.72,5.03,28.05,2.0,0.0
20230728:1910,0.0,0.0,0.0,0.0,0.0,26.26,2.07,0.0
20230728:2010,0.0,0.0,0.0,0.0,0.0,24.91,1.72,0.0
20230728:2110,0.0,0.0,0.0,0.0,0.0,24.33,0.9,0.0
20230728:2210,0.0,0.0,0.0,0.0,0.0,24.51,0.14,0.0
20230728:2310,0.0,0.0,0.0,0.0,0.0,22.08,1.17,0.0
20230729:0010,0.0,0.0,0.0,0.0,0.0,21.43,1.93,0.0
20230729:0110,0.0,0.0,0.0,0.0,0.0,21.09,2.14,0.0
20230729:0210,0.0,0.0,0.0,0.0,0.0,20.89,2.14,0.0
20230729:0310,0.0,0.0,0.0,0.0,0.0,20.41,2.0,0.0
20230729:0410,0.0,0.0,0.0,0.0,0.0,19.97,1.86,0.0
20230729:0510,224.52,0.0,60.23,1.63,11.25,20.21,1.52,0.0
20230729:0610,879.9,125.77,90.94,6.88,21.69,22.46,1.52,0.0
20230729:0710,1970.88,309.8,123.65,10.91,32.31,24.4,1.45,0.0
20230729:0810,2869.62,489.72,150.09,14.48,42.73,26.0,1.45,0.0
20230729:0910,3472.38,638.59,170.4,17.34,52.34,27.34,1.03,0.0
20230729:1010,3283.38,429.17,338.09,16.45,60.04,28.45,0.97,0.0
20230729:1110,3712.14,600.76,286.98,18.53,63.84,29.5,1.31,0.0
20230729:1210,3020.52,316.19,385.95,15.38,62.01,30.06,1.1,0.0
20230729:1310,3355.32,562.76,242.25,17.14,55.47,30.52,0.48,0.0
20230729:1410,2793.0,422.31,227.56,14.44,46.38,31.09,0.55,0.0
20230729:1510,2141.94,321.4,165.88,11.67,36.17,31.65,1.1,0.0
20230729:1610,1229.4,188.75,105.3,8.36,25.58,31.58,1.59,0.0
20230729:1710,299.76,33.22,63.64,4.38,15.03,30.92,1.86,0.0
20230729:1810,61.62,0.0,24.75,0.67,4.86,29.37,2.21,0.0
20230729:1910,0.0,0.0,0.0,0.0,0.0,27.94,2.07,0.0
20230729:2010,0.0,0.0,0.0,0.0,0.0,26.89,1.86,0.0
20230729:2110,0.0,0.0,0.0,0.0,0.0,25.93,1.59,0.0
20230729:2210,0.0,0.0,0.0,0.0,0.0,24.95,0.97,0.0
20230729:2310,0.0,0.0,0.0,0.0,0.0,23.94,0.97,0.0
20230730:0010,0.0,0.0,0.0,0.0,0.0,23.37,2.14,0.0
20230730:0110,0.0,0.0,0.0,0.0,0.0,23.08,2.28,0.0
20230730:0210,0.0,0.0,0.0,0.0,0.0,22.64,2.07,0.0
20230730:0310,0.0,0.0,0.0,0.0,0.0,21.98,1.52,0.0
20230730:0410,0.0,0.0,0.0,0.0,0.0,21.5,0.97,0.0
20230730:0510,214.56,0.0,58.58,1.59,11.09,21.89,0.69,0.0
20230730:0610,867.84,123.46,92.11,6.79,21.54,23.65,0.69,0.0
20230730:0710,1994.1,317.43,120.18,10.97,32.16,24.6,1.86,0.0
20230730:0810,2899.86,489.68,150.39,14.44,42.56,25.93,2.21,0.0
20230730:0910,3174.72,437.97,275.74,15.47,52.16,27.06,2.21,0.0
20230730:1010,3547.32,521.99,299.36,17.34,59.83,28.54,2.07,0.0
20230730:1110,3650.22,554.7,309.56,18.08,63.6,29.48,1.59,0.0
20230730:1210,3673.26,609.41,270.06,18.35,61.78,30.15,1.31,0.0
20230730:1310,3512.28,618.61,211.47,17.57,55.27,30.28,1.38,0.0
20230730:1410,2974.92,501.74,184.38,15.13,46.2,30.54,1.24,0.0
20230730:1510,2213.04,354.16,146.54,11.96,36.0,30.91,1.38,0.0
20230730:1610,1218.48,180.88,109.23,8.18,25.41,30.64,1.38,0.0
20230730:1710,295.62,32.78,63.02,4.31,14.86,30.52,0.69,0.0
20230730:1810,58.38,0.0,23.93,0.65,4.68,29.45,1.59,0.0
20230730:1910,0.0,0.0,0.0,0.0,0.0,27.27,2.28,0.0
20230730:2010,0.0,0.0,0.0,0.0,0.0,26.18,2.69,0.0
20230730:2110,0.0,0.0,0.0,0.0,0.0,25.33,2.76,0.0
20230730:2210,0.0,0.0,0.0,0.0,0.0,24.65,2.55,0.0
20230730:2310,0.0,0.0,0.0,0.0,0.0,24.13,2.28,0.0
20230731:0010,0.0,0.0,0.0,0.0,0.0,23.63,2.07,0.0
20230731:0110,0.0,0.0,0.0,0.0,0.0,23.12,1.93,0.0
20230731:0210,0.0,0.0,0.0,0.0,0.0,22.7,1.93,0.0
20230731:0310,0.0,0.0,0.0,0.0,0.0,22.44,2.0,0.0
20230731:0410,0.0,0.0,0.0,0.0,0.0,22.54,2.07,0.0
20230731:0510,225.72,0.0,61.06,1.65,10.93,22.65,1.86,0.0
20230731:0610,711.6,26.78,139.23,4.47,21.39,24.09,2.14,0.0
20230731:0710,1540.44,121.83,212.31,8.27,32.0,24.64,2.76,0.0
20230731:0810,1325.22,26.71,261.64,7.13,42.4,25.98,2.97,0.0
20230731:0910,3547.14,624.11,174.89,17.03,51.98,27.04,2.9,0.0
20230731:1010,3918.6,720.15,189.99,18.89,59.62,28.15,2.62,0.0
20230731:1110,4106.22,785.51,184.44,19.92,63.36,28.86,2.55,0.0
20230731:1210,3965.16,743.76,192.92,19.33,61.55,29.67,2.41,0.0
20230731:1310,3606.06,659.97,184.7,17.79,55.06,30.06,1.93,0.0
20230731:1410,3015.48,524.92,167.97,15.22,46.02,30.71,1.59,0.0
